Gender,Best_event,Max_level,n_dist,S,b,E,CS_ms,CS_kmh,D_prime
Male,400,National,3,16.241216,0.184621,0.815379,4.290216,15.44478,226.622
Male,800,Regional,4,10.580555,0.128386,0.871614,4.299434,15.47796,173.519
Male,3000,Regional,3,8.334335,0.079906,0.920094,4.362718,15.70578,384.382
Male,800,Interregional,3,15.321448,0.180183,0.819817,4.997942,17.99259,155.157
Male,400,Regional,3,15.121661,0.184553,0.815447,4.921675,17.71803,136.697
Male,5000,National,4,9.17178,0.0719,0.9281,5.161113,18.58001,334.472
Female,1500,Interregional,3,9.987898,0.113021,0.886979,4.530856,16.31108,186.455
Male,800,National,4,16.979127,0.191247,0.808753,4.371372,15.73694,292.727
Male,10000,Regional,3,8.231123,0.076003,0.923997,4.543908,16.35807,235.671
Male,1500,Interregional,4,9.808713,0.09159,0.90841,5.016576,18.05967,165.536
Male,800,Interregional,5,12.110586,0.125085,0.874915,4.896693,17.6281,231.68
Female,800,National,6,9.710265,0.100924,0.899076,4.480245,16.12888,229.868
Male,400,Regional,3,12.835142,0.165983,0.834017,4.603142,16.57131,125.859
Male,3000,Interregional,3,9.023786,0.078959,0.921041,5.040476,18.14571,215.199
Male,800,Regional,3,10.44561,0.106451,0.893549,5.329918,19.18771,103.728
Male,3000,Regional,3,8.555857,0.075059,0.924941,4.92244,17.72078,196.647
Male,800,Interregional,4,13.688696,0.148954,0.851046,4.634504,16.68421,309.203
Male,1500,Interregional,4,12.320832,0.126685,0.873315,4.868826,17.52777,291.447
Male,1500,Interregional,4,13.318591,0.142344,0.857656,5.04632,18.16675,194.732
Female,400,Interregional,3,16.753211,0.231422,0.768578,3.769813,13.57133,192.934
Male,800,Regional,3,14.030907,0.177087,0.822913,3.983254,14.33971,295.425
Male,1500,Interregional,4,11.899266,0.120812,0.879188,4.985406,17.94746,249.021
Male,800,Interregional,3,13.844737,0.1504,0.8496,5.535407,19.92747,125.726
Male,1500,Interregional,4,12.279219,0.124589,0.875411,4.740464,17.06567,287.796
Male,400,Regional,3,14.210212,0.185341,0.814659,4.446389,16.007,150.131
Male,400,Regional,5,11.85323,0.15806,0.84194,3.314496,11.93218,381.173
Male,800,Regional,3,17.14002,0.214835,0.785165,3.27405,11.78658,449.172
Male,1500,Regional,3,10.943495,0.124969,0.875031,4.320457,15.55364,313.408
Male,3000,Interregional,4,9.238558,0.079427,0.920573,5.210323,18.75716,170.827
Male,1500,Regional,3,9.043086,0.093804,0.906196,4.274551,15.38838,338.195
Male,400,Regional,3,18.52708,0.239651,0.760349,3.956001,14.2416,209.15
Male,3000,Regional,3,8.896252,0.101559,0.898441,4.434749,15.9651,140.947
Male,1500,National,5,10.367946,0.08621,0.91379,5.392955,19.41464,193.866
Male,400,Regional,3,21.023207,0.263667,0.736333,4.052937,14.59057,195.073
Female,400,Regional,3,13.88799,0.2068,0.7932,3.760662,13.53838,148.971
Male,1500,Interregional,3,16.039823,0.183948,0.816052,4.378163,15.76139,319.932
Male,800,Regional,3,10.847722,0.135997,0.864003,4.04135,14.54886,214.879
Female,1500,Interregional,4,12.44496,0.163529,0.836471,3.923055,14.123,222.946
Female,1500,Interregional,3,9.922236,0.1142,0.8858,4.872749,17.5419,94.551
Male,3000,Regional,3,9.942623,0.105519,0.894481,4.875183,17.55066,145.684
Male,800,Interregional,4,14.78213,0.165318,0.834682,4.816371,17.33893,210.901
Male,1500,Regional,3,11.034756,0.114177,0.885823,5.521552,19.87759,91.019
Male,800,Regional,4,11.362981,0.123433,0.876567,4.372611,15.7414,307.705
Male,400,Interregional,5,13.918502,0.173053,0.826947,3.544584,12.7605,372.461
Male,1500,Regional,4,10.871975,0.116129,0.883871,4.735109,17.04639,176.798
Male,800,Interregional,3,16.071842,0.190221,0.809779,4.930888,17.7512,161.452
Male,1500,Regional,3,11.235576,0.121861,0.878139,4.785053,17.22619,214.22
Male,1500,Interregional,5,13.783353,0.153218,0.846782,4.473312,16.10392,288.46
Male,1500,National,5,10.832055,0.093352,0.906648,5.379476,19.36612,187.349
Female,1500,Regional,3,11.35137,0.159861,0.840139,3.523653,12.68515,286.333
Male,1500,Interregional,3,10.752268,0.10264,0.89736,5.294382,19.05977,179.129
Male,1500,Interregional,4,11.710416,0.123979,0.876021,5.066688,18.24008,160.646
Female,800,Regional,3,11.236375,0.152332,0.847668,3.84356,13.83681,226.949
Male,800,Regional,4,13.157766,0.152851,0.847149,4.716328,16.97878,178.828
Male,1500,Regional,3,12.26394,0.145051,0.854949,5.055211,18.19876,112.027
Female,800,Interregional,3,13.029093,0.162921,0.837079,4.133725,14.88141,263.534
Female,800,Interregional,3,11.117108,0.144607,0.855393,4.485465,16.14767,117.212
Female,3000,National,4,7.900743,0.070803,0.929197,4.686794,16.87246,160.902
Female,800,National,3,12.804721,0.153482,0.846518,4.962412,17.86468,124.904
Male,1500,Interregional,4,13.319382,0.145722,0.854278,4.998229,17.99362,182.378
Male,800,National,3,14.769812,0.158087,0.841913,5.61215,20.20374,137.571
Male,800,Interregional,3,15.921797,0.182347,0.817653,5.139338,18.50162,158.89
Male,400,Regional,4,12.603841,0.165798,0.834202,4.107741,14.78787,176.966
Male,3000,Regional,4,9.546468,0.102782,0.897218,4.884197,17.58311,100.284
Male,800,Interregional,5,11.341787,0.119175,0.880825,4.907729,17.66782,177.448
Female,3000,Regional,4,9.408411,0.119655,0.880345,4.158083,14.9691,136.711
Female,5000,Regional,3,7.214385,0.096119,0.903881,3.446308,12.40671,244.209
Male,800,Regional,3,13.774723,0.165329,0.834671,4.992719,17.97379,130.922
Female,3000,Interregional,3,8.901027,0.095769,0.904231,4.316509,15.53943,270.375
Male,3000,Regional,3,7.632878,0.068314,0.931686,4.559811,16.41532,198.503
Female,5000,Regional,5,8.636408,0.1089,0.8911,3.950519,14.22187,148.599
Male,800,National,3,13.507554,0.135003,0.864997,5.947353,21.41047,117.963
Male,3000,National,5,10.588735,0.09524,0.90476,5.392073,19.41146,166.782
Female,800,National,3,12.083813,0.143135,0.856865,4.985763,17.94875,117.584
Male,800,Interregional,3,14.625009,0.159967,0.840033,5.490409,19.76547,136.925
Male,800,Interregional,5,12.149897,0.122731,0.877269,5.136079,18.48988,189.554
Male,800,Interregional,4,11.585427,0.109282,0.890718,4.99605,17.98578,295.886
Male,1500,Interregional,3,17.861217,0.207279,0.792721,4.006225,14.42241,383.865
Female,1500,Regional,3,12.130412,0.161301,0.838699,3.827023,13.77728,267.992
Male,3000,Regional,3,9.267047,0.091258,0.908742,4.976688,17.91608,136.685
Female,3000,National,5,8.818272,0.083254,0.916746,4.516845,16.26064,313.467
Male,400,Regional,3,20.508769,0.248055,0.751945,3.550379,12.78136,279.311
Male,1500,Regional,3,10.018078,0.10633,0.89367,4.784556,17.2244,176.775
Female,3000,Regional,3,5.940969,0.054198,0.945802,4.079951,14.68782,73.242
Male,1500,Regional,4,8.357126,0.087632,0.912368,4.370378,15.73336,190.62
Male,800,Interregional,4,16.329802,0.198476,0.801524,4.189577,15.08248,238.952
Male,800,Interregional,4,19.45208,0.235632,0.764368,3.17634,11.43482,397.284
Male,1500,Regional,3,10.931471,0.129918,0.870082,4.404436,15.85597,210.447
Male,400,Interregional,3,22.931597,0.273446,0.726554,4.066056,14.6378,222.067
Male,800,Interregional,4,13.073684,0.138094,0.861906,5.218055,18.785,166.614
Male,1500,Regional,3,12.455608,0.161246,0.838754,4.759618,17.13463,98.417
Female,1500,Regional,3,7.817029,0.088213,0.911787,4.21109,15.15992,118.871
Male,800,Interregional,5,11.293684,0.11544,0.88456,4.972769,17.90197,190.197
Female,1500,Regional,3,8.419459,0.098043,0.901957,4.180015,15.04805,171.35
Female,1500,Regional,3,9.981852,0.131139,0.868861,3.871781,13.93841,232.345
Male,400,Regional,4,16.165691,0.201337,0.798663,3.974092,14.30673,258.296
Male,800,National,3,13.831397,0.142912,0.857088,5.842087,21.03151,117.881
Female,800,Interregional,3,12.907374,0.173382,0.826618,4.261476,15.34131,151.031
Female,800,Interregional,3,10.716414,0.126214,0.873786,4.478556,16.1228,190.678
Female,1500,Interregional,3,11.383746,0.142401,0.857599,4.729698,17.02691,108.879
Male,400,Interregional,3,19.241186,0.232545,0.767455,4.631968,16.67509,172.302
Male,400,Regional,3,14.271679,0.174545,0.825455,5.084529,18.3043,109.152
Female,1500,Interregional,4,11.069725,0.137137,0.862863,4.319044,15.54856,169.724
Male,1500,National,3,11.449386,0.104446,0.895554,6.153021,22.15088,82.058
Male,1500,International,5,11.288923,0.09476,0.90524,5.744865,20.68151,181.001
Male,3000,Regional,5,6.753696,0.050409,0.949591,4.659135,16.77289,98.935
Male,800,Interregional,3,15.269411,0.178555,0.821445,5.066381,18.23897,150.074
Male,3000,Interregional,3,8.65999,0.070289,0.929711,4.86997,17.53189,412.927
Male,400,Regional,4,15.893001,0.20222,0.79778,4.089358,14.72169,204.746
Male,800,Regional,4,12.597779,0.146767,0.853233,4.327324,15.57837,285.37
Male,400,Interregional,4,17.445224,0.206406,0.793594,4.208445,15.1504,259.587
Male,1500,Interregional,3,11.833048,0.118097,0.881903,5.264794,18.95326,197.74
Male,400,Regional,3,14.696995,0.189548,0.810452,4.499689,16.19888,151.897
Male,800,Interregional,3,14.979618,0.171016,0.828984,5.230655,18.83036,144.118
Female,1500,Interregional,3,10.413786,0.120397,0.879603,4.483606,16.14098,198.182
Male,800,Interregional,3,15.005765,0.173881,0.826119,5.166744,18.60028,142.056
Male,1500,Regional,3,10.441687,0.117328,0.882672,5.103282,18.37182,89.718
Male,800,Interregional,4,13.997638,0.156041,0.843959,4.92373,17.72543,186.953
Male,800,National,3,17.49344,0.195886,0.804114,5.254003,18.91441,165.42
Female,3000,Interregional,5,9.713702,0.112784,0.887216,4.350821,15.66296,164.118
Male,1500,National,4,9.868736,0.074079,0.925921,5.594237,20.13925,217.502
Male,400,Regional,3,11.825212,0.143956,0.856044,3.663827,13.18978,402.844
Male,800,Regional,4,11.391278,0.131965,0.868035,4.402612,15.8494,196.458
Male,1500,Regional,3,10.095052,0.100613,0.899387,5.481147,19.73213,79.655
Male,5000,Regional,3,8.57922,0.075393,0.924607,4.99128,17.96861,140.306
Male,1500,Regional,3,8.44202,0.075399,0.924601,5.391593,19.40974,50.465
Female,800,Interregional,3,12.432386,0.163928,0.836072,4.393187,15.81547,140.286
Male,1500,Interregional,3,9.451643,0.078843,0.921157,5.823373,20.96414,70.441
Male,800,Regional,3,9.530301,0.114324,0.885676,3.836718,13.81218,263.461
Female,1500,Interregional,3,10.798945,0.134971,0.865029,4.657632,16.76747,108.063
Male,400,Regional,3,14.916257,0.183827,0.816173,4.831304,17.3927,140.889
Female,1500,Regional,4,10.295622,0.130776,0.869224,4.193725,15.09741,157.488
Male,400,Interregional,3,14.302224,0.161417,0.838583,5.4249,19.52964,121.093
Male,800,Regional,3,12.281823,0.153613,0.846387,4.2663,15.35868,215.724
Male,800,Interregional,4,11.32471,0.114577,0.885423,5.175029,18.63011,160.844
Male,800,Regional,3,11.668233,0.127313,0.872687,5.349575,19.25847,105.089
Male,1500,Interregional,4,10.836879,0.101421,0.898579,5.229243,18.82528,215.239
Male,1500,Regional,3,14.184451,0.171264,0.828736,4.214926,15.17373,293.634
Female,3000,Regional,3,7.766811,0.089495,0.910505,4.283967,15.42228,78.296
Male,1500,Regional,3,11.494903,0.136255,0.863745,4.415555,15.896,227.125
Female,1500,Interregional,3,9.398381,0.110464,0.889536,4.696102,16.90597,92.85
Male,800,Interregional,5,11.997016,0.120529,0.879471,5.068937,18.24817,210.022
Female,1500,International,4,9.69096,0.086051,0.913949,5.28154,19.01354,157.52
Female,400,Interregional,3,14.016847,0.187763,0.812237,3.884635,13.98469,184.614
Female,800,Regional,4,11.905182,0.163377,0.836623,3.705994,13.34158,227.427
Female,3000,Regional,3,8.998434,0.129293,0.870707,3.684197,13.26311,133.423
Female,3000,Interregional,4,9.645838,0.112988,0.887012,4.54172,16.35019,119.063
Female,800,National,3,11.4418,0.130744,0.869256,5.053253,18.19171,115.297
Male,800,Regional,3,17.097157,0.198991,0.801009,4.186027,15.0697,337.836
Male,1500,Regional,5,10.55814,0.117992,0.882008,4.016388,14.459,458.987
Male,1500,Interregional,3,11.921146,0.117794,0.882206,5.289963,19.04387,205.563
Male,1500,Interregional,5,9.293326,0.079932,0.920068,4.967437,17.88277,270.422
Male,1500,Regional,3,9.219486,0.090089,0.909911,4.54782,16.37215,289.259
Male,800,National,4,15.412857,0.157847,0.842153,5.256529,18.9235,223.62
Male,800,Regional,4,13.275765,0.152476,0.847524,4.793306,17.2559,175.337
Male,1500,Regional,5,9.590159,0.099576,0.900424,4.710324,16.95717,159.591
Male,400,Regional,4,12.209181,0.154196,0.845804,3.948888,14.216,255.064
Male,3000,Regional,3,7.979755,0.075076,0.924924,4.322802,15.56209,383.023
Female,1500,Regional,3,7.882367,0.084109,0.915891,4.659044,16.77256,67.46
Male,5000,Regional,3,7.587798,0.057848,0.942152,4.982335,17.93641,136.477
Male,800,Interregional,4,12.153373,0.120325,0.879675,5.129025,18.46449,248.308
Female,800,Regional,3,10.980603,0.155174,0.844826,4.081113,14.69201,127.214
Male,800,Interregional,5,13.15454,0.139157,0.860843,4.773493,17.18457,262.557
Male,1500,Interregional,3,12.474543,0.137737,0.862263,4.769457,17.17004,237.436
Female,800,Interregional,3,12.412992,0.160909,0.839091,4.48644,16.15118,137.53
Male,800,Interregional,3,15.574029,0.181971,0.818029,4.512009,16.24323,200.437
Male,800,Interregional,3,12.499133,0.136271,0.863729,4.981354,17.93287,194.767
Male,1500,National,3,17.424439,0.190273,0.809727,4.547178,16.36984,343.279
Male,1500,Regional,5,11.903491,0.134236,0.865764,4.6238,16.64568,190.967
Male,3000,Interregional,3,7.317586,0.046132,0.953868,5.153449,18.55241,157.396
Male,1500,Interregional,4,10.659944,0.09596,0.90404,4.912723,17.6858,458.658
Female,5000,Regional,3,8.293906,0.096729,0.903271,4.095682,14.74445,162.127
Male,1500,Interregional,3,10.087289,0.095943,0.904057,4.686055,16.8698,371.6
Male,10000,Regional,5,8.496182,0.090734,0.909266,4.157527,14.9671,269.857
Female,800,Interregional,4,13.350417,0.182297,0.817703,3.774027,13.5865,213.32
Male,5000,Regional,3,7.883294,0.079852,0.920148,4.494912,16.18168,94.826
Female,3000,National,4,6.750303,0.049971,0.950029,4.629431,16.66595,130.545
Female,1500,Interregional,4,11.091973,0.138153,0.861847,4.262358,15.34449,178.516
Male,800,Interregional,3,13.243091,0.137354,0.862646,5.753636,20.71309,115.664
Male,1500,National,3,11.869314,0.109491,0.890509,5.375488,19.35176,230.638
Male,3000,Regional,3,10.337598,0.104369,0.895631,5.084984,18.30594,158.303
Male,400,Regional,3,14.223958,0.191453,0.808547,4.23164,15.2339,157.615
Male,3000,National,3,9.842929,0.07516,0.92484,5.729923,20.62772,193.715
Male,800,Regional,3,13.685509,0.16043,0.83957,5.117282,18.42222,129.133
Female,800,Regional,3,11.734404,0.160398,0.839602,3.818433,13.74636,180.176
Male,400,Regional,4,14.84973,0.179018,0.820982,3.982535,14.33713,278.829
Male,3000,Regional,3,9.862736,0.100962,0.899038,4.751714,17.10617,192.64
Male,800,Interregional,5,13.682867,0.1539,0.8461,4.146855,14.92868,311.408
Male,800,Interregional,3,14.406622,0.154735,0.845265,5.640115,20.30441,127.549
Male,3000,Interregional,5,9.937973,0.090183,0.909817,5.281354,19.01287,141.599
Female,800,Interregional,4,13.819647,0.188329,0.811671,3.558081,12.80909,267.894
Male,400,Regional,3,15.039126,0.190152,0.809848,4.730805,17.0309,135.076
Female,3000,Regional,3,9.296539,0.116411,0.883589,4.123438,14.84438,172.986
Male,3000,Interregional,3,10.690435,0.107158,0.892842,5.167138,18.6017,163.183
Female,1500,Interregional,4,9.356213,0.100925,0.899075,4.462089,16.06352,212.402
Female,1500,Interregional,4,11.13708,0.139872,0.860128,3.93745,14.17482,289.261
Male,1500,Regional,4,12.256778,0.142254,0.857746,4.569711,16.45096,199.221
Female,1500,Interregional,3,10.102968,0.11902,0.88098,4.160304,14.9771,243.127
Male,800,Interregional,3,12.206293,0.130792,0.869208,4.997361,17.9905,203.109
Female,800,Regional,3,12.127667,0.16359,0.83641,3.896687,14.02807,177.609
Female,800,National,3,11.307141,0.131594,0.868406,4.543882,16.35798,205.389
Male,1500,Regional,3,9.885442,0.097946,0.902054,4.799402,17.27785,255.558
Male,3000,Interregional,5,8.632298,0.071298,0.928702,4.883854,17.58187,272.073
Male,800,Regional,3,12.264267,0.134955,0.865045,5.344058,19.23861,114.887
Male,1500,Regional,4,10.643975,0.118628,0.881372,4.534321,16.32355,179.241
Female,800,Regional,3,11.155862,0.149151,0.850849,3.886938,13.99298,230.86
Male,800,Interregional,3,14.983806,0.173056,0.826944,5.208925,18.75213,138.802
Female,1500,Interregional,3,9.509838,0.110369,0.889631,4.184369,15.06373,222.996
Female,3000,Interregional,3,7.005293,0.06358,0.93642,4.323348,15.56405,183.701
Male,1500,National,3,12.412169,0.120858,0.879142,5.432227,19.55602,204.648
Male,1500,Regional,5,9.525615,0.095981,0.904019,4.471687,16.09807,308.684
Female,800,National,3,13.353787,0.168727,0.831273,4.620956,16.63544,143.858
Male,400,National,3,18.227782,0.209042,0.790958,5.146066,18.52584,158.623
Male,800,Regional,5,13.451524,0.156182,0.843818,4.208966,15.15228,304.378
Male,1500,Interregional,4,12.09043,0.130383,0.869617,4.619619,16.63063,299.075
Male,800,Interregional,3,13.226467,0.147722,0.852278,5.310104,19.11638,128.265
Male,1500,Interregional,3,12.653611,0.136987,0.863013,5.695059,20.50221,87.182
Male,1500,Regional,3,14.063138,0.17113,0.82887,4.143334,14.916,303.656
Male,800,Interregional,3,17.038186,0.197887,0.802113,4.224299,15.20748,331.236
Male,800,Interregional,3,15.890817,0.174886,0.825114,4.736724,17.05221,287.103
Female,1500,Regional,3,7.331392,0.103414,0.896586,3.438999,12.3804,178.239
Male,3000,Interregional,3,9.492291,0.08586,0.91414,4.875631,17.55227,285.573
Male,3000,Regional,4,8.405889,0.089288,0.910712,4.064758,14.63313,379.245
Male,1500,Interregional,4,10.025464,0.09415,0.90585,4.707248,16.94609,224.979
Male,1500,Regional,4,11.445325,0.134929,0.865071,4.666084,16.7979,146.341
Male,1500,Interregional,3,11.813676,0.124814,0.875186,5.003296,18.01186,204.571
Female,400,Regional,3,12.533297,0.195834,0.804166,3.528152,12.70135,154.972
Male,800,Regional,3,13.995876,0.166249,0.833751,4.945554,17.80399,146.413
Male,800,Interregional,3,12.450529,0.131769,0.868231,5.575861,20.0731,110.272
Female,400,Regional,4,13.163193,0.184322,0.815678,3.70714,13.34571,200.661
Male,1500,National,4,9.921717,0.081939,0.918061,5.528837,19.90381,173.481
Female,400,Regional,3,17.902184,0.25939,0.74061,3.392107,12.21159,189.772
Male,800,Interregional,3,12.943077,0.141053,0.858947,5.509253,19.83331,112.379
Male,1500,Regional,3,10.04375,0.108962,0.891038,4.733053,17.03899,171.675
Female,800,Interregional,4,11.043869,0.138976,0.861024,4.219813,15.19133,177.729
Male,1500,Regional,4,9.81825,0.110399,0.889601,4.600213,16.56077,144.531
Male,3000,Regional,3,8.441005,0.085718,0.914282,4.169681,15.01085,451.74
Male,800,Regional,3,12.456725,0.145187,0.854813,4.610447,16.59761,212.362
Female,10000,Interregional,4,6.522363,0.049096,0.950904,4.412409,15.88467,185.911
Male,1500,Regional,3,8.527177,0.094404,0.905596,4.244315,15.27953,215.283
Male,800,Regional,3,18.359633,0.218664,0.781336,3.887919,13.99651,357.957
Male,400,Interregional,3,20.759666,0.251854,0.748146,4.346832,15.64859,192.452
Male,800,Interregional,4,14.150996,0.159645,0.840355,4.80024,17.28086,200.939
Male,800,Regional,5,11.744815,0.131846,0.868154,4.676496,16.83539,174.721
Male,800,Interregional,3,11.720507,0.113844,0.886156,4.893612,17.617,270.452
Male,800,Regional,4,12.552592,0.140957,0.859043,4.868015,17.52485,170.403
Male,400,Interregional,3,18.683295,0.226457,0.773543,4.755034,17.11812,157.2
Male,1500,Regional,4,11.795283,0.129378,0.870622,4.615639,16.6163,260.165
Female,400,Regional,3,11.993992,0.174427,0.825573,3.957845,14.24824,136.598
Female,1500,Interregional,3,8.534267,0.093348,0.906652,4.378706,15.76334,170.76
Female,5000,Regional,4,6.555197,0.079265,0.920735,3.644867,13.12152,143.436
Female,3000,Interregional,3,9.141837,0.100966,0.899034,4.243049,15.27498,294.08
Male,10000,Regional,3,7.087181,0.061143,0.938857,4.267202,15.36193,349.954
Male,1500,Regional,3,8.928451,0.09625,0.90375,4.338325,15.61797,256.735
Male,800,Regional,3,11.429097,0.126657,0.873343,4.566006,16.43762,231.742
Male,1500,Regional,3,11.384579,0.142837,0.857163,4.68601,16.86964,113.578
Male,3000,National,4,9.179011,0.072169,0.927831,5.116817,18.42054,361.52
Male,800,Interregional,3,18.899536,0.228033,0.771967,4.436437,15.97117,203.213
Male,1500,Regional,3,8.754526,0.084458,0.915542,4.442018,15.99126,336.688
Male,3000,Regional,4,10.969737,0.13235,0.86765,4.585616,16.50822,130.676
Female,3000,Interregional,3,7.573612,0.075798,0.924202,4.246038,15.28574,225.804
Female,1500,Regional,4,11.700441,0.156792,0.843208,3.934718,14.16498,194.181
Female,1500,Interregional,3,9.832321,0.109546,0.890454,4.059055,14.6126,416.304
Male,800,Regional,3,15.873415,0.198015,0.801985,4.5526,16.38936,171.098
Female,3000,Regional,3,6.499461,0.074772,0.925228,3.591768,12.93037,251.133
Male,10000,Regional,4,7.800241,0.076503,0.923497,4.253793,15.31366,220.515
Female,1500,Regional,3,10.557989,0.135359,0.864641,4.518415,16.26629,109.413
Male,10000,Interregional,3,8.063308,0.062335,0.937665,4.945935,17.80537,189.907
Male,800,Regional,3,12.539007,0.163531,0.836469,3.983498,14.34059,246.205
Male,3000,National,5,9.25207,0.072354,0.927646,5.274379,18.98776,243.681
Female,400,Interregional,3,11.360048,0.137255,0.862745,4.230906,15.23126,165.03
Male,1500,Interregional,5,12.052437,0.127036,0.872964,4.812106,17.32358,228.16
Male,1500,Regional,3,11.545431,0.138487,0.861513,4.541689,16.35008,151.077
Male,3000,Regional,3,8.56595,0.09063,0.90937,4.433568,15.96084,163.757
Female,400,Interregional,3,15.441547,0.19882,0.80118,4.479724,16.12701,155.933
Male,1500,Regional,5,11.658442,0.128074,0.871926,4.479719,16.12699,267.182
Female,3000,Interregional,3,8.590982,0.086455,0.913545,4.715408,16.97547,139.144
Male,1500,Regional,3,12.305295,0.143606,0.856394,5.125811,18.45292,111.104
Male,800,National,4,13.532032,0.133155,0.866845,5.221499,18.7974,218.823
Male,3000,Regional,3,8.834448,0.082489,0.917511,4.785028,17.2261,226.57
Female,400,Regional,3,15.256511,0.216691,0.783309,3.802981,13.69073,175.228
Female,800,Interregional,4,11.811222,0.148546,0.851454,3.90804,14.06894,309.92
Male,1500,Regional,3,10.374147,0.105958,0.894042,4.722417,17.0007,288.102
Male,1500,Regional,3,9.201291,0.093488,0.906512,4.339758,15.62313,351.926
Male,800,Interregional,3,14.650401,0.157899,0.842101,5.671111,20.416,124.627
Female,800,Regional,3,11.206078,0.164543,0.835457,3.514851,12.65346,179.163
Male,10000,Regional,3,8.610535,0.085956,0.914044,4.346248,15.64649,221.264
Male,800,Regional,4,12.424866,0.13808,0.86192,4.937704,17.77573,163.318
Male,1500,Regional,4,9.554007,0.104804,0.895196,4.482616,16.13742,194.395
Male,1500,National,3,10.84106,0.089244,0.910756,5.412424,19.48473,239.571
Female,400,Regional,3,13.15627,0.186918,0.813082,4.008951,14.43223,149.284
Male,800,Regional,3,15.863202,0.193213,0.806787,4.742901,17.07444,163.933
Male,3000,Regional,5,10.12354,0.101769,0.898231,4.521561,16.27762,344.751
Male,800,Interregional,4,12.978246,0.140465,0.859535,4.751282,17.10462,261.03
Female,800,Interregional,3,13.425764,0.174392,0.825608,4.458863,16.05191,148.369
Male,1500,National,6,11.982075,0.108075,0.891925,5.251585,18.90571,281.474
Female,1500,National,3,8.755409,0.083887,0.916113,4.800339,17.28122,167.258
Male,1500,Interregional,5,11.399081,0.110574,0.889426,4.798034,17.27292,281.003
Male,1500,Regional,3,8.544914,0.090751,0.909249,4.404335,15.85561,193.021
Male,5000,Regional,4,9.401219,0.089126,0.910874,4.990353,17.96527,163.537
Female,800,Interregional,4,11.134498,0.136053,0.863947,4.439784,15.98322,155.555
Male,400,Regional,3,11.001893,0.123442,0.876558,4.213741,15.16947,227.583
Female,10000,National,3,6.673939,0.046576,0.953424,4.585004,16.50601,196.068
Female,800,Regional,4,12.257995,0.166934,0.833066,3.868713,13.92737,195.175
Male,400,Regional,3,15.33876,0.186253,0.813747,4.848742,17.45547,151.096
Female,800,National,3,12.957338,0.158304,0.841696,4.84176,17.43033,131.322
Male,800,National,3,16.696567,0.183306,0.816694,5.432098,19.55555,156.817
Male,800,Interregional,4,13.69465,0.150804,0.849196,4.64945,16.73802,227.242
Female,1500,Interregional,4,11.133377,0.135222,0.864778,4.052324,14.58837,300.329
Male,800,Regional,4,10.812547,0.120467,0.879533,4.566719,16.44019,212.385
Female,800,Regional,3,11.094266,0.148955,0.851045,3.865502,13.91581,231.418
Male,1500,National,3,11.12425,0.096181,0.903819,5.190901,18.68724,406.567
Female,800,Regional,3,13.190372,0.18397,0.81603,4.05307,14.59105,156.775
Male,400,Regional,3,18.406939,0.237492,0.762508,4.074067,14.66664,195.105
Female,1500,Regional,3,10.555343,0.140788,0.859212,3.867992,13.92477,229.797
Female,400,Regional,3,13.777525,0.206186,0.793814,3.589306,12.9215,175.128
Male,400,Regional,3,16.671466,0.223371,0.776629,3.354495,12.07618,294.152
Female,400,Regional,3,13.575166,0.196594,0.803406,3.853403,13.87225,158.926
Female,1500,Interregional,3,11.199778,0.140986,0.859014,4.137566,14.89524,230.099
Female,1500,Interregional,3,9.757407,0.121668,0.878332,4.097963,14.75267,208.252
Female,1500,Interregional,3,10.520529,0.12752,0.87248,4.311858,15.52269,201.635
Male,800,Regional,3,13.774382,0.162058,0.837942,4.456327,16.04278,260.072
Female,800,Regional,3,11.401814,0.15843,0.84157,4.140048,14.90417,133.939
Female,800,Interregional,3,12.809809,0.170221,0.829779,4.388314,15.79793,138.642
Female,1500,Interregional,4,10.704387,0.136185,0.863815,4.113096,14.80715,186.125
Female,800,Interregional,3,10.363486,0.121289,0.878711,4.857588,17.48732,102.4
Male,800,Interregional,3,13.657137,0.146723,0.853277,4.997992,17.99277,234.665
Female,800,National,3,14.513573,0.17919,0.82081,4.754065,17.11464,148.652
Male,3000,Regional,4,8.341478,0.086863,0.913137,4.358843,15.69184,203.321
Female,400,Regional,3,16.244844,0.234019,0.765981,3.63212,13.07563,179.956
Male,800,Interregional,3,13.738712,0.147794,0.852206,5.609071,20.19265,120.937
Female,1500,Interregional,3,9.531,0.111062,0.888938,4.754709,17.11695,92.745
Female,3000,Regional,3,7.753661,0.094089,0.905911,3.957615,14.24741,156.92
Female,10000,Regional,3,6.362606,0.06753,0.93247,3.646027,13.1257,192.188
Male,800,Interregional,5,12.834391,0.132311,0.867689,4.954009,17.83443,238.899
Male,3000,Regional,3,10.009407,0.100976,0.899024,4.707443,16.9468,285.915
Male,800,Interregional,4,15.929479,0.188429,0.811571,4.343976,15.63831,243.992
Male,1500,Regional,5,11.545956,0.125214,0.874786,4.739886,17.06359,196.58
Male,1500,Regional,3,11.014447,0.115989,0.884011,4.99688,17.98877,176.56
Female,5000,National,4,7.795666,0.069908,0.930092,4.515943,16.25739,211.887
Male,10000,Regional,3,5.843805,0.024024,0.975976,4.793481,17.25653,144.284
Male,1500,Regional,3,12.138188,0.132444,0.867556,4.852339,17.46842,219.498
Female,1500,Interregional,5,9.323497,0.110763,0.889237,3.930119,14.14843,284.743
